,name,description,created_at,text,location,retweeted,owner_name,owner_location,owner_created_at,retweeted_count
278,Kokas,"Ser de esquerda é, como ser de direita, uma infinidade de maneiras que o homem pode escolher de ser um imbecil: ambas, com efeito, são formas de paralisia moral",Mon Feb 01 14:09:22 +0000 2021,"Estas figuras tanto poderiam ser do PS ou PSD. São o primeiro que calha. Até serão, provavelmente Chega se este vie… https://t.co/N690w5xkfK","البريد, Portugal",False,,,,
279,FabioBoni,tô aqui pra curtir e comentar o que acho certo,Mon Feb 01 14:09:23 +0000 2021,"@OsmarTerra 1a pergunta: o Sr acha que terá o mesmo efeito qdo chegar em São Paulo? Enfim, outras capitais? 
2a) -… https://t.co/tldrg9nKjv",,False,,,,
280,Filipe Sabe,"Como treinar o teu Dragão. O Poder e a Influência. 
Escrevo sobre Política, Saúde e Comunicação. Jornalista em licença sabática. #Covid_19 #COVID19PT",Mon Feb 01 14:09:23 +0000 2021,Profissional de saúde desliga frigorífico e destrói mais de 1100 doses da vacina da Covid-19 Um profissional de saú… https://t.co/HQmQW5kljp,"Lisboa, Portugal",False,,,,
281,Flavio Serafini,"De Niterói.
Sociólogo e Professor da FIOCRUZ. Estou Deputado Estadual, presidente da Comissão de Educação.",Mon Feb 01 14:09:24 +0000 2021,"RT @taliriapetrone: A oposição de esquerda ainda pode mostrar seu valor. Uma candidatura que paute o impeachment, a continuidade do auxílio…","Niterói, Rio de Janeiro",True,Talíria Petrone,"Niterói, Brasil",Mon Feb 01 12:14:30 +0000 2021,52
282,Ismael Souza Silva,"Tecnólogo em Análise e Desenvolvimento de Sistemas 💻

Amante de Ficção científica 🤓
Escorpiano 🦂
Vegetariano 🥗
Amante da culinária japonesa 🍜",Mon Feb 01 14:09:24 +0000 2021,RT @JornalOGlobo: Manifestantes fazem protestos pelo impeachment de Bolsonaro e de apoio à vacinação https://t.co/ctWI5ap3Fx,"Planalto, Belo Horizonte",True,Jornal O Globo,,Mon Feb 01 01:00:32 +0000 2021,64
283,Jacques,"a⚓ Grêmio 💙

Why am i fighting to live if i 'm just living to fight?",Mon Feb 01 14:09:25 +0000 2021,"RT @PolitzOficial: Para o desespero dos pandeminiuns, Governo do Presidente Bolsonaro (@jairbolsonaro) lança plataforma para acompanhar a v…","Tangamandapio, Michoacán de Oc",True,POLITZ,Brazil,Mon Feb 01 14:08:53 +0000 2021,3
284,Marisa Peixoto,"Assistant director.
loves films, art, traveling the world and talking too much",Mon Feb 01 14:09:25 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,Brazil,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,657
285,Ary AntiPT,De uma pá para um pedreiro e ele construirá uma casa! De um livro para uma criança e estará lhe dando o futuro.,Mon Feb 01 14:09:27 +0000 2021,"RT @Miranda50sonia: @Ary_AntiPT A vacina é comprada em dólar. Puts...Paulo Guedes acabou com a economia do Brasil, definitivamente.",Brasil,True,Sonia Miranda,Palmas,Fri Dec 11 23:14:03 +0000 2020,1
286,Zé Rodrigues,"Cristão, pai, filho, professor e aluno do COF, para sempre.",Mon Feb 01 14:09:28 +0000 2021,É preciso.,Brasil,False,,,,
287,Jérôme 🇫🇷🇦🇲,La France aux Français. interdiction de la fm Reémigration Révision du procès de notre histoire pour en finir avec les repentance. Assez de trahisons !,Mon Feb 01 14:09:28 +0000 2021,RT @Cuisinefranais1: Bravo !,,True,Cuisine Nationale,,Mon Feb 01 14:08:26 +0000 2021,1
288,nego í,cevada y fluminense,Mon Feb 01 14:09:28 +0000 2021,A vacina tava tão perto... que merda ver a família toda sofrendo,engenho terra de cria/ Z.O ,False,,,,
289,Thayene Freitas,"Jornalista e Turismóloga, Torcedora do Boi Caprichoso 💙 e do Flamengo ❤ Fé 🙏🏾
                  #Deus #NSra #Família #Amigos",Mon Feb 01 14:09:31 +0000 2021,"A moça da vacina para meu Avô - ""O Sr. tem medo de agulha? E ele responde: ""Tem, e demais"" 😂😂
Vovô Zé, 85 anos rece… https://t.co/SGCcKhG2Nb","Manaus, Brasil",False,,,,
290,Bruno Palma,Geografia | UFRGS,Mon Feb 01 14:09:31 +0000 2021,"RT @lucianopotter: Acho que podemos avançar para o mais importante, né? VACINAR TODO FILHO DA PUTA E NÃO FILHO DA PUTA VIVO NO BRASIL! LOGO…",,True,potter,Brasil 🇧🇷,Mon Feb 01 13:46:33 +0000 2021,13
291,🇧🇷Zélia Nunes 🇧🇷 #Bolsonaro #SupremoEoPovo,"Ética e Moral, valores inegociáveis.    #QueroBolsonaroAte2026   🙏 aos conservadores que me seguirem. Fiel escudeira de Bolsonaro 🇧🇷🇧🇷",Mon Feb 01 14:09:31 +0000 2021,"RT @OsmarTerra: João Paulo. O que acontece em Manaus foi o surgimento de uma cepa do coronavirus com mais capacidade de infectar, a P1. Com…",São Joaquim - SC Brasil,True,Osmar Terra,Porto Alegre,Mon Feb 01 14:03:01 +0000 2021,15
292,fenômeno,"essa galera vou te contar, né ju!? gente antes do hotsite ser lançado a gente não sabia nem o endereço ainda, ela descobriu antes de nós, letícia um beijo",Mon Feb 01 14:09:31 +0000 2021,"chegando mais vacina essa semana, vai ser da 2° dose ou nem",,False,,,,
293,Capitão Eduardo,"AMAN, Exército, Missão de Paz no Haiti, 26° Bda Inf Pqdt, QGEx, Oficial, COPESP (GO), @DefesaGovBr (MD). @JairBolsonaro. 🇧🇷",Mon Feb 01 14:09:31 +0000 2021,RT @AiltonBenedito: Por que o Ministério da Saúde @minsaude não está publicando a atualização semanal de evidências descritas na literatura…,Brasil,True,🇧🇷Ailton Benedito,Brasil,Mon Feb 01 13:30:25 +0000 2021,119
294,Adriano (Novaprole),Musico | Cristão | Geek.,Mon Feb 01 14:09:32 +0000 2021,"RT @JaFuiMorcego: Tem muitos grupos NEGACIONISTAS e ANTI-VACINA na internet, e isso não me assusta.

Oque me assusta é que esses grupos se…",CWB,True,Adriano (Novaprole),CWB,Sun Jan 17 19:19:40 +0000 2021,23
295,EsperanzaD.,,Mon Feb 01 14:09:33 +0000 2021,"RT @andrefran: Minha filha de 4 anos na hora de dormir:
- Mae, qndo tiver vacina o coronavírus vai embora?
- Vai, filha.
- E o Bolsonaro?…",,True,André Fran,World,Sun Jan 31 01:59:02 +0000 2021,1425
296,lia ‎⎊,clark kent is superman's critique on the whole human race (ela/dela) (she/her),Mon Feb 01 14:09:34 +0000 2021,RT @akkkkali: ai ele foi la e matou todos os militares e o médico do hospital pra salvar a garotinha entendeu? ai vc vai me dizer que ele e…,the android sent by cyberlife,True,akali,,Sat Jan 30 04:47:03 +0000 2021,34
297,Central 42,Cultura e entretenimento e um único lugar - Editor chefe: Émerson Lara,Mon Feb 01 14:09:34 +0000 2021,"Situação vergonhosa, para quem um dia já foi exemplo em Vacinação  
Vem ver @LaMaestrini , @desmentindobozo ,… https://t.co/lao1EHSVi8","Osasco, Brasil",False,,,,
298,Bafo de Kur,,Mon Feb 01 14:09:35 +0000 2021,"@yuninni ele falando mal da vacina e participando do lixamento contra a Luisa Sonza, já dá pra ver o tipo de pessoa… https://t.co/OpOB7vG0o7",,False,,,,
299,mariana,,Mon Feb 01 14:09:35 +0000 2021,tou FARTA,"Lisbon, Portugal",False,,,,
300,DomTotal,"Portal especializado em Direito, Meio Ambiente e Religião com notícias do Brasil e do mundo, entrevistas, colunas e muito mais #DomTotal",Mon Feb 01 14:09:36 +0000 2021,Vacina indiana encerra testes em abril e negocia para exportar doses para o Brasil https://t.co/MsWqcJsjux,Brasil,False,,,,
301,Luis Dario,Dívida Histórica? Que meu antepassado cobre de seu senhor. Não do Povo Brasileiro.,Mon Feb 01 14:09:36 +0000 2021,@Manuelmedeiros @brom_elisa @jairbolsonaro @CarlosBolsonaro @BolsonaroSP @FlavioBolsonaro E o povo precisa de uma v… https://t.co/B96pCaxwfR,,False,,,,
302,luiz 🤠🚜,,Mon Feb 01 14:09:37 +0000 2021,"se o Bolsonaro tivesse gastado em vacina o que gastou pra comprar o centrão, tinha vacina comprada até pra geração dos meus filhos",Brasília,False,,,,
303,Jim Morrison,,Mon Feb 01 14:09:38 +0000 2021,Senta a pua @RodrigoMaia !!! Faça isso pelo nosso povo..pelo nosso País..pelo Futuro dessa nação...Imagina com o Li… https://t.co/2hN6jaClz4,"São Paulo, Brasil",False,,,,
304,#VotoImpressoJa,"Direita, conservador , Liberal na economia , politicamente incorreto, contra o voto obrigatório, a favor do voto distrital.",Mon Feb 01 14:09:38 +0000 2021,"RT @PolitzOficial: Para o desespero dos pandeminiuns, Governo do Presidente Bolsonaro (@jairbolsonaro) lança plataforma para acompanhar a v…",Brasil,True,POLITZ,Brazil,Mon Feb 01 14:08:53 +0000 2021,4
305,Vitor Reis 🧬🥝🔭📚💉,A mente que se abre a novas idéias jamais voltará ao seu tamanho original.,Mon Feb 01 14:09:41 +0000 2021,Nessas horas dá muita vergonha de ser brasileiro... E não precisava ser assim de forma alguma.,"🔺️ Belo Horizonte, Brasil",False,,,,
306,Rinaldo LULA Ferraz,,Mon Feb 01 14:09:43 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,658
307,Tribunal de Justiça do Amapá,Bem-vindo (a) ao Twitter do Tribunal de Justiça do Estado do Amapá,Mon Feb 01 14:09:45 +0000 2021,A vacina tem eficácia comprovada e é aprovada pela comunidade científica e médica. Não acredite e nem espalhe faken… https://t.co/pLNRKjWCMY,Macapá/AP,False,,,,
308,Yuri Willkens,"Bacharel em biologia, zoólogo, pesquisador, colunista e Doutorando e Biologia de Agentes Infecciosos e Parasitários.
@caranguejo_sam @rolecientifico",Mon Feb 01 14:09:46 +0000 2021,"RT @Nerdbunker: Ator e dublador, Orlando Drummond, o Vingador de Caverna do Dragão, é vacinado contra a COVID-19 aos 101 anos https://t.co/…","Belém, Brasil",True,NerdBunker,Brasil,Mon Feb 01 13:05:49 +0000 2021,118
309,Luis Fernando presidente Jair,"Vamos vencer ,com muita luta e fé",Mon Feb 01 14:09:46 +0000 2021,"RT @AlanLopesRio: O bom de você se posicionar sobre temas polêmicos, é que a separação entre o joio e o trigo é imediata! Reafirmo meu posi…","Rio de Janeiro, Brasil",True,Alan Lopes,,Mon Feb 01 00:03:44 +0000 2021,1133
310,luis m. jorge,,Mon Feb 01 14:09:47 +0000 2021,"Muita gente ainda não associou os problemas na vacinação, por enquanto limitados, a outros mais preocupantes: o da… https://t.co/HCcnLopk0S",Lisbon,False,,,,
311,julia,,Mon Feb 01 14:09:47 +0000 2021,"@credoaysla vou levar a amora pra tomar vacina sábado, se quiser posso tentar descobrir hihih",,False,,,,
312,K Campos,,Mon Feb 01 14:09:48 +0000 2021,"RT @MubarakLuiza: STF é o único no mundo que entende medicina, economia, vacina, eleições. A única coisa que eles não entendem é Justiça!","Brasília, Brasil",True,Luiza Mubarak 🌸🌼👉,,Sun Jan 31 21:34:53 +0000 2021,1078
313,José Graça,"Algarvio e tavirense, servidor público, autarca e dirigente associativo em regime de voluntariado... abençoado pelo Pai Santo! 😎",Mon Feb 01 14:09:51 +0000 2021,Terra do Sol já saiu! https://t.co/cCNl24RcGH Com os contributos de @TZBERNARD #coronavirus #covid19,Algarve,False,,,,
314,Miriam Meduri,,Mon Feb 01 14:09:51 +0000 2021,"RT @PolitzOficial: Para o desespero dos pandeminiuns, Governo do Presidente Bolsonaro (@jairbolsonaro) lança plataforma para acompanhar a v…",,True,POLITZ,Brazil,Mon Feb 01 14:08:53 +0000 2021,5
315,Se Liga Barreiras,"Nosso blog se sente honrado em ter você como nosso leitor. Acessando nossa página, você terá um canal aberto.

Fones: (77) 3611-3125 ou 99830-3808 (whats)",Mon Feb 01 14:09:51 +0000 2021,Vacina contra COVID-19 deve estar disponível para todos os barreirenses até o fim do ano https://t.co/fi6HD3sSe0,Barreiras/BA,False,,,,
316,Sand,,Mon Feb 01 14:09:51 +0000 2021,RT @brunaobarreto3: Tomou vacina e pegou o vírus chinês? Isso é culpa da nova cepa brasileira que foi desenvolvida porque o povo não respei…,,True,Brunão,,Mon Feb 01 10:30:48 +0000 2021,582
317,Kléber Oliveira Velo,PÓS-DOC - DIREITO,Mon Feb 01 14:09:52 +0000 2021,África do Sul expõe ganância de países ricos que pode deixar nações sem vacina https://t.co/MJgvz7mi2f,GOIÂNIA-GO,False,,,,
318,um caipira no litoral 🏠,,Mon Feb 01 14:09:52 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,659
319,Jornal Imprensa ABC,"Desde 2009, trazendo semanalmente as principais notícias da região do Grande ABC.",Mon Feb 01 14:09:52 +0000 2021,"Vereador Jander cobra da Prefeitura as datas da vacinação da Educação

#câmara #sãocaetanodosul #imprensaabc

https://t.co/4G2VqiQ2rf",São Caetano do Sul - SP,False,,,,
320,Katia Ganzelevitch 💛💛,,Mon Feb 01 14:09:54 +0000 2021,"""Pelo que li, o governo já sabe que uma nova onda virá, dobrando o número de mortos. Diz que vai correr atrás da va… https://t.co/wTrbijGDWY",São Paulo,False,,,,
321,Renata Gil,"Juíza Criminal, mãe, primeira mulher eleita presidente da AMB. Idealizadora da Campanha #Sinalvermelho.",Mon Feb 01 14:09:54 +0000 2021,Estamos participando da abertura do ano Judiciário de 2021 no STF. O ministro Luiz Fux defendeu a ciência e homenag… https://t.co/5uqhif1P6P,"Rio de Janeiro, Brasil",False,,,,
322,Chega de dar palco a maluco!,Brasileira cabisbaixa.,Mon Feb 01 14:09:55 +0000 2021,"RT @MBittencourtMD: Se continuarmos no ritmo do melhor dia até hoje a vacinação completa levaria + de 5 anos.
Para vacinar 70% dos brasilei…",Planeta Terra,True,Marcio S Bittencourt,Brazil,Mon Feb 01 12:35:56 +0000 2021,53
323,NomeaosBois,,Mon Feb 01 14:09:55 +0000 2021,"RT @ALuizCosta: Os dados da vacinação em Israel mostram uma taxa extremamente baixa de infecções. Apenas 0,04% das pessoas contraíram o vír…",,True,Antonio Luiz M. C. Costa,"São Paulo, Brasil",Mon Feb 01 13:44:32 +0000 2021,4
324,Jornal do Centro,"Grupo de comunicação social e produção de conteúdos. Diário digital, Rádio (98.9 FM) e TV. De Viseu para o mundo.",Mon Feb 01 14:09:55 +0000 2021,"Covid-19: seis bombeiros de Armamar receberam a vacina. Um ""bom exemplo"" para as sobras #Armamar #COVID19 https://t.co/CgLqjM1J3H","Viseu, Portugal",False,,,,
325,Cleyber Moreira,"Psicólogo. Torcedor do Paysandu, meu ÚNICO time e o Maior Clube do Norte do Brasil.💙 Libriano (a quem isso interessar)
#ForaBolsonaro",Mon Feb 01 14:09:56 +0000 2021,@amazonchilena Verdade. Fico muito contente com postagens como essa sobre seus avós. Que a esperança se renove e a… https://t.co/tjck3rOAWv,Belém - Pará - Brasil,False,,,,
326,"sempre que puder, me poupe",A vida é feita de obstáculos e eu tropeço em todos.,Mon Feb 01 14:09:56 +0000 2021,"GENTE VERDADE QUE O RODLFO NÃO ACREDITA NA VACINA????
😶🤔

Chocada. 

#ForaRodolffo","Nam Nao, Thailand",False,,,,
327,levado🔞,🔛❗,Mon Feb 01 14:09:57 +0000 2021,RT @Maria_Diasv: @Pedricooh @seumaconheiro @Mg_bebel57 A vacina que eu preciso,alto risco 🚫⚠️,True,M4RI4,"Salvador, Brasil",Mon Feb 01 01:42:18 +0000 2021,1
328,Ueba,Os melhores links da internet brasileira em um só site (e conta de Twitter),Mon Feb 01 14:09:57 +0000 2021,Bill Gates criou uma vacina com chip líquido para controlar a humanidade? https://t.co/7oUGHROwUn,Brasil,False,,,,
329,Bolsonaro 2022 👍🇧🇷,http://conservativecore.net Migrem em nome de Jesus! 🇧🇷 👻,Mon Feb 01 14:09:58 +0000 2021,"RT @brunaobarreto3: Não pode:

- Nomear como ""vírus chinês"" um vírus que nasceu na China!! 🤦🏻‍♂️

Pode:

- Justificar como ""cepa brasileira…","Rio de Janeiro, Brasil",True,Brunão,,Mon Feb 01 12:23:00 +0000 2021,119
330,🇧🇷BolsonaroMeuPresidente🇧🇷,🇧🇷🙏Deus acima de todos🙏🇧🇷,Mon Feb 01 14:09:58 +0000 2021,"RT @brunaobarreto3: Não pode:

- Nomear como ""vírus chinês"" um vírus que nasceu na China!! 🤦🏻‍♂️

Pode:

- Justificar como ""cepa brasileira…",,True,Brunão,,Mon Feb 01 12:23:00 +0000 2021,120
331,"Matheus, o Jornalista da Globe 🌐",Jornalista e Youtuber de variedades e preparatório para ENEM | 🏳️‍🌈 | DEFENDA O SUS | Instagram e YouTube no link abaixo ⬇️,Mon Feb 01 14:09:59 +0000 2021,fonte pros bbs: https://t.co/QcicljCQ2S,"Vitória, Brazil",False,,,,
332,time pipoqueiro,,Mon Feb 01 14:09:59 +0000 2021,"@LeoGonzalez2709 @opalestrino_ @azuaga42 @scottty7B @GsSouza711 @Oledobrasil palmeirense vive em um outro mundo, te… https://t.co/agSkXerzKV",,False,,,,
333,Troia temente a Zeus,"Zeus, meu amor, nunca te pedi nada, me salvaaaaaaa

minha melhor qualidade é a rabugice (ela/dela)",Mon Feb 01 14:09:59 +0000 2021,"RT @Sybylla_: Tem muito professor doente, muito. E sem uma perspectiva de vacinação pra essa categoria, é mandar eles pra morte com a reabe…",,True,Lady Sybylla ☆,Sector 001 Alpha Quadrant ,Mon Feb 01 05:22:49 +0000 2021,4
334,sad vi™ ♡s Alan,"she/her/ela/dela | multifandom | proud latina | meio doida |
being a huge disappointment since 1999 | to sum it all up, I'm a huge mess",Mon Feb 01 14:09:59 +0000 2021,RT @EdmilsonPSOL: Bom dia! Continuamos nesta segunda com a vacinação dos profissionais de saúde que atuam na linha de frente do combate a c…,"Belém, Brasil",True,Edmilson Rodrigues,"Belém, Pará, Brasil",Mon Feb 01 13:57:48 +0000 2021,9
335,🚀3PZAP_APP l Happy🔴3PZAP2021,"Você não vai querer outra vida.
Ter #dinheiro?? Ter #sucesso??
A nova forma de trazer conteúdos de forma mais otimizada . #3PZAPCruch 🚀♥️

✈️🛍️🏃",Mon Feb 01 14:10:00 +0000 2021,"👉🔴NO AR !
Você gosta de competir? 
você sabe se você é Ectomorfo ou não ??
Entre aqui na página 3PZAP RUN, TEMPORAD… https://t.co/WMfXbMFzzw",,False,,,,
336,Rafa|WINX🧚🏻‍♀️/BRIDGERTON🐝,"gosto de falar de winx
(ele/dele)


•Fan Account•",Mon Feb 01 14:10:00 +0000 2021,@NetflixBrasil Precisa nada trate de fazer sua própria vacina pra agilizar as novas tenporadas de Bridgerton e Fate The Winx Saga,Alfea,False,,,,
337,Sara,"Deus, Lua (minha filha), Sabedoria, Mar, Sol, Humildade, Fé, Rock, hard core, rap, hip-hop, surf , Empatia. 
Só não pisa.  
Tudo isso faz parte do meu ser.",Mon Feb 01 14:10:00 +0000 2021,"Aeeee💜💙💛🧡❤️
Bem vinda!
@LaerteCoutinho1 
Amada Querida Necessária","São Paulo, Brasil",False,,,,
338,Nilson Braga,,Mon Feb 01 14:10:01 +0000 2021,"RT @MubarakLuiza: STF é o único no mundo que entende medicina, economia, vacina, eleições. A única coisa que eles não entendem é Justiça!",,True,Luiza Mubarak 🌸🌼👉,,Sun Jan 31 21:34:53 +0000 2021,1079
339,Claudio Carioca,,Mon Feb 01 14:10:01 +0000 2021,"@renataloprete Em tempo, acrescento duas outras palavras: 1) lição, citada por você sobre a conversa com a Ana e 2)… https://t.co/A8YAtbdU6d",Manaus/AmazonRainforest/Brazil,False,,,,
340,Canal S+,"O S+ é um canal temático de saúde e bem-estar vocacionado para quem trabalha e se interessa pela saúde. 
Canal 129 NOS e MEO, canal 128 Vodafone Portugal",Mon Feb 01 14:10:01 +0000 2021,"COVID-19 PELO MUNDO
David Lopes adianta que o navio de cruzeiro que esteve no porto de Yokohama, no início da… https://t.co/IoizBC2zFL","Lisboa, Portugal",False,,,,
341,Lucas Nuniiz,"Lutem e Lutem novamente até que cordeiros se tornem leões, Lok'tar ogar Duberka",Mon Feb 01 14:10:02 +0000 2021,Agora posso ficar mais tranquilo,"Bauru, Brasil",False,,,,
342,Car♡lin,,Mon Feb 01 14:10:03 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,Brasil,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,660
